DATE,usd_euro
3/14/2003,831.89
3/17/2003,833.27
3/18/2003,862.79
3/19/2003,866.45
3/20/2003,874.02
3/21/2003,875.84
3/24/2003,895.79
3/25/2003,864.23
3/26/2003,874.74
3/27/2003,869.95
3/28/2003,868.52
3/31/2003,863.5
04/01/2003,848.18
04/02/2003,858.48
04/03/2003,880.9
04/04/2003,876.45
04/07/2003,878.85
04/08/2003,879.93
04/09/2003,878.29
4/10/2003,865.99
4/11/2003,871.58
4/14/2003,868.3
4/15/2003,885.23
4/16/2003,890.81
4/17/2003,879.91
4/18/2003,
4/21/2003,893.58
4/22/2003,892.01
4/23/2003,911.37
4/24/2003,919.02
4/25/2003,911.43
4/28/2003,898.81
4/29/2003,914.84
4/30/2003,917.84
05/01/2003,916.92
05/02/2003,916.3
05/05/2003,930.08
05/06/2003,926.55
05/07/2003,934.39
05/08/2003,929.62
05/09/2003,920.27
5/12/2003,933.41
5/13/2003,945.11
5/14/2003,942.3
5/15/2003,939.28
5/16/2003,946.67
5/19/2003,944.3
5/20/2003,920.77
5/21/2003,919.73
5/22/2003,923.42
5/23/2003,931.87
5/26/2003,
5/27/2003,933.22
5/28/2003,951.48
5/29/2003,953.22
5/30/2003,949.64
06/02/2003,963.59
06/03/2003,967
06/04/2003,971.56
06/05/2003,986.24
06/06/2003,990.14
06/09/2003,987.76
6/10/2003,975.93
6/11/2003,984.84
6/12/2003,997.48
6/13/2003,998.51
6/16/2003,988.61
6/17/2003,1010.74
6/18/2003,1011.66
6/19/2003,1010.09
6/20/2003,994.7
6/23/2003,995.69
6/24/2003,981.64
6/25/2003,983.45
6/26/2003,975.32
6/27/2003,985.82
6/30/2003,976.22
07/01/2003,974.5
07/02/2003,982.32
07/03/2003,993.75
07/04/2003,
07/07/2003,985.7
07/08/2003,1004.42
07/09/2003,1007.84
7/10/2003,1002.21
7/11/2003,988.7
7/14/2003,998.14
7/15/2003,1003.86
7/16/2003,1000.42
7/17/2003,994
7/18/2003,981.73
7/21/2003,993.32
7/22/2003,978.8
7/23/2003,988.11
7/24/2003,988.61
7/25/2003,981.6
7/28/2003,998.68
7/29/2003,996.52
7/30/2003,989.28
7/31/2003,987.49
08/01/2003,990.31
08/04/2003,980.15
08/05/2003,982.82
08/06/2003,965.46
08/07/2003,967.08
08/08/2003,974.12
8/11/2003,977.59
8/12/2003,980.59
8/13/2003,990.35
8/14/2003,984.03
8/15/2003,990.51
8/18/2003,990.67
8/19/2003,999.74
8/20/2003,1002.35
8/21/2003,1000.3
8/22/2003,1003.27
8/25/2003,993.06
8/26/2003,993.71
8/27/2003,996.73
8/28/2003,996.79
8/29/2003,1002.84
09/01/2003,
09/02/2003,1008.01
09/03/2003,1021.99
09/04/2003,1026.27
09/05/2003,1027.97
09/08/2003,1021.39
09/09/2003,1031.64
9/10/2003,1023.17
9/11/2003,1010.92
9/12/2003,1016.42
9/15/2003,1018.63
9/16/2003,1014.81
9/17/2003,1029.32
9/18/2003,1025.97
9/19/2003,1039.58
9/22/2003,1036.3
9/23/2003,1022.82
9/24/2003,1029.03
9/25/2003,1009.38
9/26/2003,1003.27
9/29/2003,996.85
9/30/2003,1006.58
10/01/2003,995.97
10/02/2003,1018.22
10/03/2003,1020.24
10/06/2003,1029.85
10/07/2003,1034.35
10/08/2003,1039.25
10/09/2003,1033.78
10/10/2003,1038.73
10/13/2003,1038.06
10/14/2003,1045.35
10/15/2003,1049.48
10/16/2003,1046.76
10/17/2003,1050.07
10/20/2003,1039.32
10/21/2003,1044.68
10/22/2003,1046.03
10/23/2003,1030.36
10/24/2003,1033.77
10/27/2003,1028.91
10/28/2003,1031.13
10/29/2003,1046.79
10/30/2003,1048.11
10/31/2003,1046.94
11/03/2003,1050.71
11/04/2003,1059.02
11/05/2003,1053.25
11/06/2003,1051.81
11/07/2003,1058.05
11/10/2003,1053.21
11/11/2003,1047.11
11/12/2003,1046.57
11/13/2003,1058.56
11/14/2003,1058.41
11/17/2003,1050.35
11/18/2003,1043.63
11/19/2003,1034.15
11/20/2003,1042.44
11/21/2003,1033.65
11/24/2003,1035.28
11/25/2003,1052.08
11/26/2003,1053.89
11/27/2003,
11/28/2003,1058.45
12/01/2003,1058.2
12/02/2003,1070.12
12/03/2003,1066.62
12/04/2003,1064.73
12/05/2003,1069.72
12/08/2003,1061.5
12/09/2003,1069.3
12/10/2003,1060.18
12/11/2003,1059.05
12/12/2003,1071.21
12/15/2003,1074.14
12/16/2003,1068.04
12/17/2003,1075.13
12/18/2003,1076.48
12/19/2003,1089.18
12/22/2003,1088.66
12/23/2003,1092.94
12/24/2003,1096.02
12/25/2003,
12/26/2003,1094.04
12/29/2003,1095.89
12/30/2003,1109.48
12/31/2003,1109.64
01/01/2004,
01/02/2004,1111.92
01/05/2004,1108.48
01/06/2004,1122.22
01/07/2004,1123.67
01/08/2004,1126.33
01/09/2004,1131.92
1/12/2004,1121.86
1/13/2004,1127.23
1/14/2004,1121.22
1/15/2004,1130.52
1/16/2004,1132.05
1/19/2004,
1/20/2004,1139.83
1/21/2004,1138.77
1/22/2004,1147.62
1/23/2004,1143.94
1/26/2004,1141.55
1/27/2004,1155.37
1/28/2004,1144.05
1/29/2004,1128.48
1/30/2004,1134.11
02/02/2004,1131.13
02/03/2004,1135.26
02/04/2004,1136.03
02/05/2004,1126.52
02/06/2004,1128.59
02/09/2004,1142.76
2/10/2004,1139.81
2/11/2004,1145.54
2/12/2004,1157.76
2/13/2004,1152.11
2/16/2004,
2/17/2004,1145.81
2/18/2004,1156.99
2/19/2004,1151.82
2/20/2004,1147.06
2/23/2004,1144.11
2/24/2004,1140.99
2/25/2004,1139.09
2/26/2004,1143.67
2/27/2004,1145.8
03/01/2004,1144.94
03/02/2004,1155.97
03/03/2004,1149.1
03/04/2004,1151.03
03/05/2004,1154.87
03/08/2004,1156.86
03/09/2004,1147.2
3/10/2004,1140.58
3/11/2004,1123.89
3/12/2004,1106.78
3/15/2004,1120.57
3/16/2004,1104.49
3/17/2004,1110.7
3/18/2004,1123.75
3/19/2004,1122.32
3/22/2004,1109.78
3/23/2004,1095.4
3/24/2004,1093.95
3/25/2004,1091.33
3/26/2004,1109.19
3/29/2004,1108.06
3/30/2004,1122.47
3/31/2004,1127
04/01/2004,1126.21
04/02/2004,1132.17
04/05/2004,1141.81
04/06/2004,1150.57
04/07/2004,1148.16
04/08/2004,1140.53
04/09/2004,
4/12/2004,1139.32
4/13/2004,1145.2
4/14/2004,1129.44
4/15/2004,1128.17
4/16/2004,1128.84
4/19/2004,1134.56
4/20/2004,1135.82
4/21/2004,1118.15
4/22/2004,1124.09
4/23/2004,1139.93
4/26/2004,1140.6
4/27/2004,1135.53
4/28/2004,1138.11
4/29/2004,1122.41
4/30/2004,1113.89
05/03/2004,1107.3
05/04/2004,1117.49
05/05/2004,1119.55
05/06/2004,1121.53
05/07/2004,1113.99
5/10/2004,1098.7
5/11/2004,1087.12
5/12/2004,1095.45
5/13/2004,1097.28
5/14/2004,1096.44
5/17/2004,1095.7
5/18/2004,1084.1
5/19/2004,1091.49
5/20/2004,1088.68
5/21/2004,1089.19
5/24/2004,1093.56
5/25/2004,1095.41
5/26/2004,1113.05
5/27/2004,1114.94
5/28/2004,1121.28
5/31/2004,
06/01/2004,1120.68
06/02/2004,1121.2
06/03/2004,1124.99
06/04/2004,1116.64
06/07/2004,1122.5
06/08/2004,1140.42
06/09/2004,1142.18
6/10/2004,1131.33
6/11/2004,
6/14/2004,1136.47
6/15/2004,1125.29
6/16/2004,1132.01
6/17/2004,1133.56
6/18/2004,1132.05
6/21/2004,1135.02
6/22/2004,1130.3
6/23/2004,1134.41
6/24/2004,1144.06
6/25/2004,1140.65
6/28/2004,1134.43
6/29/2004,1133.35
6/30/2004,1136.2
07/01/2004,1140.84
07/02/2004,1128.94
07/05/2004,
07/06/2004,1125.38
07/07/2004,1116.21
07/08/2004,1118.33
07/09/2004,1109.11
7/12/2004,1112.81
7/13/2004,1114.35
7/14/2004,1115.14
7/15/2004,1111.47
7/16/2004,1106.69
7/19/2004,1101.39
7/20/2004,1100.9
7/21/2004,1108.67
7/22/2004,1093.88
7/23/2004,1096.84
7/26/2004,1086.2
7/27/2004,1084.07
7/28/2004,1094.83
7/29/2004,1095.42
7/30/2004,1100.43
08/02/2004,1101.72
08/03/2004,1106.62
08/04/2004,1099.69
08/05/2004,1098.63
08/06/2004,1080.7
08/09/2004,1063.97
8/10/2004,1065.22
8/11/2004,1079.04
8/12/2004,1075.79
8/13/2004,1063.23
8/16/2004,1064.8
8/17/2004,1079.34
8/18/2004,1081.71
8/19/2004,1095.17
8/20/2004,1091.23
8/23/2004,1098.35
8/24/2004,1095.68
8/25/2004,1096.19
8/26/2004,1104.96
8/27/2004,1105.09
8/30/2004,1107.77
8/31/2004,1099.15
09/01/2004,1104.24
09/02/2004,1105.91
09/03/2004,1118.31
09/06/2004,
09/07/2004,1113.63
09/08/2004,1121.3
09/09/2004,1116.27
9/10/2004,1118.38
9/13/2004,1123.92
9/14/2004,1125.82
9/15/2004,1128.33
9/16/2004,1120.37
9/17/2004,1123.5
9/20/2004,1128.55
9/21/2004,1122.2
9/22/2004,1129.3
9/23/2004,1113.56
9/24/2004,1108.36
9/27/2004,1110.11
9/28/2004,1103.52
9/29/2004,1110.06
9/30/2004,1114.8
10/01/2004,1114.58
10/04/2004,1131.5
10/05/2004,1135.17
10/06/2004,1134.48
10/07/2004,1142.05
10/08/2004,1130.65
10/11/2004,1122.14
10/12/2004,1124.39
10/13/2004,1121.84
10/14/2004,1113.65
10/15/2004,1103.29
10/18/2004,1108.2
10/19/2004,1114.02
10/20/2004,1103.23
10/21/2004,1103.66
10/22/2004,1106.49
10/25/2004,1095.74
10/26/2004,1094.81
10/27/2004,1111.09
10/28/2004,1125.34
10/29/2004,1127.44
11/01/2004,1130.2
11/02/2004,1130.51
11/03/2004,1130.54
11/04/2004,1143.2
11/05/2004,1161.67
11/08/2004,1166.17
11/09/2004,1164.89
11/10/2004,1164.08
11/11/2004,1162.91
11/12/2004,1173.48
11/15/2004,1184.17
11/16/2004,1183.81
11/17/2004,1175.43
11/18/2004,1181.94
11/19/2004,1183.55
11/22/2004,1170.34
11/23/2004,1177.24
11/24/2004,1176.94
11/25/2004,
11/26/2004,1181.76
11/29/2004,1182.65
11/30/2004,1178.57
12/01/2004,1173.78
12/02/2004,1191.37
12/03/2004,1190.33
12/06/2004,1191.17
12/07/2004,1190.25
12/08/2004,1177.07
12/09/2004,1182.81
12/10/2004,1189.24
12/13/2004,1188
12/14/2004,1198.68
12/15/2004,1203.38
12/16/2004,1205.72
12/17/2004,1203.21
12/20/2004,1194.2
12/21/2004,1194.65
12/22/2004,1205.45
12/23/2004,1209.57
12/24/2004,
12/27/2004,1210.13
12/28/2004,1204.92
12/29/2004,1213.54
12/30/2004,1213.45
12/31/2004,1213.55
01/03/2005,1211.92
01/04/2005,1202.08
01/05/2005,1188.05
01/06/2005,1183.74
01/07/2005,1187.89
1/10/2005,1186.19
1/11/2005,1190.25
1/12/2005,1182.99
1/13/2005,1187.7
1/14/2005,1177.45
1/17/2005,
1/18/2005,1184.52
1/19/2005,1195.98
1/20/2005,1184.63
1/21/2005,1175.41
1/24/2005,1167.87
1/25/2005,1163.75
1/26/2005,1168.41
1/27/2005,1174.07
1/28/2005,1174.55
1/31/2005,1171.36
02/01/2005,1181.27
02/02/2005,1189.41
02/03/2005,1193.19
02/04/2005,1189.89
02/07/2005,1203.03
02/08/2005,1201.72
02/09/2005,1202.3
2/10/2005,1191.99
2/11/2005,1197.01
2/14/2005,1205.3
2/15/2005,1206.14
2/16/2005,1210.12
2/17/2005,1210.34
2/18/2005,1200.75
2/21/2005,
2/22/2005,1201.59
2/23/2005,1184.16
2/24/2005,1190.8
2/25/2005,1200.2
2/28/2005,1211.37
03/01/2005,1203.6
03/02/2005,1210.41
03/03/2005,1210.08
03/04/2005,1210.47
03/07/2005,1222.12
03/08/2005,1225.31
03/09/2005,1219.43
3/10/2005,1207.01
3/11/2005,1209.25
3/14/2005,1200.08
3/15/2005,1206.83
3/16/2005,1197.75
3/17/2005,1188.07
3/18/2005,1190.21
3/21/2005,1189.65
3/22/2005,1183.78
3/23/2005,1171.71
3/24/2005,1172.53
3/25/2005,
3/28/2005,1171.42
3/29/2005,1174.28
3/30/2005,1165.36
3/31/2005,1181.41
04/01/2005,1180.59
04/04/2005,1172.79
04/05/2005,1176.12
04/06/2005,1181.39
04/07/2005,1184.07
04/08/2005,1191.14
4/11/2005,1181.2
4/12/2005,1181.21
4/13/2005,1187.76
4/14/2005,1173.79
4/15/2005,1162.05
4/18/2005,1142.62
4/19/2005,1145.98
4/20/2005,1152.78
4/21/2005,1137.5
4/22/2005,1159.95
4/25/2005,1152.12
4/26/2005,1162.1
4/27/2005,1151.74
4/28/2005,1156.38
4/29/2005,1143.22
05/02/2005,1156.85
05/03/2005,1162.16
05/04/2005,1161.17
05/05/2005,1175.65
05/06/2005,1172.63
05/09/2005,1171.35
5/10/2005,1178.84
5/11/2005,1166.22
5/12/2005,1171.11
5/13/2005,1159.36
5/16/2005,1154.05
5/17/2005,1165.69
5/18/2005,1173.8
5/19/2005,1185.56
5/20/2005,1191.08
5/23/2005,1189.28
5/24/2005,1193.86
5/25/2005,1194.07
5/26/2005,1190.01
5/27/2005,1197.62
5/30/2005,
5/31/2005,1198.78
06/01/2005,1191.5
06/02/2005,1202.27
06/03/2005,1204.29
06/06/2005,1196.02
06/07/2005,1197.51
06/08/2005,1197.26
06/09/2005,1194.67
6/10/2005,1200.93
6/13/2005,1198.11
6/14/2005,1200.82
6/15/2005,1203.91
6/16/2005,1206.55
6/17/2005,1210.93
6/20/2005,1216.96
6/21/2005,1216.1
6/22/2005,1213.61
6/23/2005,1213.88
6/24/2005,1200.73
6/27/2005,1191.57
6/28/2005,1190.69
6/29/2005,1201.57
6/30/2005,1199.85
07/01/2005,1191.33
07/04/2005,
07/05/2005,1194.44
07/06/2005,1204.99
07/07/2005,1194.94
07/08/2005,1197.87
7/11/2005,1211.86
7/12/2005,1219.44
7/13/2005,1222.21
7/14/2005,1223.29
7/15/2005,1226.5
7/18/2005,1227.92
7/19/2005,1221.13
7/20/2005,1229.35
7/21/2005,1235.2
7/22/2005,1227.04
7/25/2005,1233.68
7/26/2005,1229.03
7/27/2005,1231.16
7/28/2005,1236.79
7/29/2005,1243.72
08/01/2005,1234.18
08/02/2005,1235.35
08/03/2005,1244.12
08/04/2005,1245.04
08/05/2005,1235.86
08/08/2005,1226.42
08/09/2005,1223.13
8/10/2005,1231.38
8/11/2005,1229.13
8/12/2005,1237.81
8/15/2005,1230.4
8/16/2005,1233.87
8/17/2005,1219.34
8/18/2005,1220.24
8/19/2005,1219.02
8/22/2005,1219.71
8/23/2005,1221.73
8/24/2005,1217.57
8/25/2005,1209.59
8/26/2005,1212.4
8/29/2005,1205.1
8/30/2005,1212.28
8/31/2005,1208.41
09/01/2005,1220.33
09/02/2005,1221.59
09/05/2005,
09/06/2005,1218.02
09/07/2005,1233.39
09/08/2005,1236.36
09/09/2005,1231.67
9/12/2005,1241.48
9/13/2005,1240.57
9/14/2005,1231.2
9/15/2005,1227.16
9/16/2005,1228.42
9/19/2005,1237.91
9/20/2005,1231.02
9/21/2005,1221.34
9/22/2005,1210.2
9/23/2005,1214.62
9/26/2005,1215.29
9/27/2005,1215.63
9/28/2005,1215.66
9/29/2005,1216.89
9/30/2005,1227.68
10/03/2005,1228.81
10/04/2005,1226.7
10/05/2005,1214.47
10/06/2005,1196.39
10/07/2005,1191.49
10/10/2005,1195.9
10/11/2005,1187.33
10/12/2005,1184.87
10/13/2005,1177.68
10/14/2005,1176.84
10/17/2005,1186.57
10/18/2005,1190.1
10/19/2005,1178.14
10/20/2005,1195.76
10/21/2005,1177.8
10/24/2005,1179.59
10/25/2005,1199.38
10/26/2005,1196.54
10/27/2005,1191.38
10/28/2005,1178.9
10/31/2005,1198.41
11/01/2005,1207.01
11/02/2005,1202.76
11/03/2005,1214.76
11/04/2005,1219.94
11/07/2005,1220.14
11/08/2005,1222.81
11/09/2005,1218.59
11/10/2005,1220.65
11/11/2005,1230.96
11/14/2005,1234.72
11/15/2005,1233.76
11/16/2005,1229.01
11/17/2005,1231.21
11/18/2005,1242.8
11/21/2005,1248.27
11/22/2005,1254.85
11/23/2005,1261.23
11/24/2005,
11/25/2005,1265.61
11/28/2005,1268.25
11/29/2005,1257.46
11/30/2005,1257.48
12/01/2005,1249.48
12/02/2005,1264.67
12/05/2005,1265.08
12/06/2005,1262.09
12/07/2005,1263.7
12/08/2005,1257.37
12/09/2005,1255.84
12/12/2005,1259.37
12/13/2005,1260.43
12/14/2005,1267.43
12/15/2005,1272.74
12/16/2005,1270.94
12/19/2005,1267.32
12/20/2005,1259.92
12/21/2005,1259.62
12/22/2005,1262.79
12/23/2005,1268.12
12/26/2005,
12/27/2005,1268.66
12/28/2005,1256.54
12/29/2005,1258.17
12/30/2005,1254.42
01/02/2006,
01/03/2006,1248.29
01/04/2006,1268.8
01/05/2006,1273.46
01/06/2006,1273.48
01/09/2006,1285.45
1/10/2006,1290.15
1/11/2006,1289.72
1/12/2006,1294.18
1/13/2006,1286.06
1/16/2006,
1/17/2006,1287.61
1/18/2006,1282.93
1/19/2006,1277.93
1/20/2006,1285.04
1/23/2006,1261.49
1/24/2006,1263.82
1/25/2006,1266.86
1/26/2006,1264.68
1/27/2006,1273.83
1/30/2006,1283.72
1/31/2006,1285.2
02/01/2006,1280.08
02/02/2006,1282.46
02/03/2006,1270.84
02/06/2006,1264.03
02/07/2006,1265.02
02/08/2006,1254.78
02/09/2006,1265.65
2/10/2006,1263.82
2/13/2006,1266.99
2/14/2006,1262.86
2/15/2006,1275.53
2/16/2006,1280
2/17/2006,1289.38
2/20/2006,
2/21/2006,1287.24
2/22/2006,1283.03
2/23/2006,1292.67
2/24/2006,1287.79
2/27/2006,1289.43
2/28/2006,1294.12
03/01/2006,1280.66
03/02/2006,1291.24
03/03/2006,1289.14
03/06/2006,1287.23
03/07/2006,1278.26
03/08/2006,1275.88
03/09/2006,1278.47
3/10/2006,1272.23
3/13/2006,1281.58
3/14/2006,1284.13
3/15/2006,1297.48
3/16/2006,1303.02
3/17/2006,1305.33
3/20/2006,1307.25
3/21/2006,1305.08
3/22/2006,1297.23
3/23/2006,1305.04
3/24/2006,1301.67
3/27/2006,1302.95
3/28/2006,1301.61
3/29/2006,1293.23
3/30/2006,1302.89
3/31/2006,1300.25
04/03/2006,1302.88
04/04/2006,1297.81
04/05/2006,1305.93
04/06/2006,1311.56
04/07/2006,1309.04
4/10/2006,1295.51
4/11/2006,1296.6
4/12/2006,1286.57
4/13/2006,1288.12
4/14/2006,
4/17/2006,1289.12
4/18/2006,1285.33
4/19/2006,1307.65
4/20/2006,1309.93
4/21/2006,1311.46
4/24/2006,1311.28
4/25/2006,1308.11
4/26/2006,1301.74
4/27/2006,1305.41
4/28/2006,1309.72
05/01/2006,1310.61
05/02/2006,1305.19
05/03/2006,1313.21
05/04/2006,1307.85
05/05/2006,1312.25
05/08/2006,1325.76
05/09/2006,1324.66
5/10/2006,1324.57
5/11/2006,1322.63
5/12/2006,1305.88
5/15/2006,1291.19
5/16/2006,1294.5
5/17/2006,1291.73
5/18/2006,1270.25
5/19/2006,1261.81
5/22/2006,1267.03
5/23/2006,1262.06
5/24/2006,1256.56
5/25/2006,1258.41
5/26/2006,1272.71
5/29/2006,
5/30/2006,1280.04
5/31/2006,1259.38
06/01/2006,1270.05
06/02/2006,1285.71
06/05/2006,1288.16
06/06/2006,1265.23
06/07/2006,1263.61
06/08/2006,1256.08
06/09/2006,1257.93
6/12/2006,1252.27
6/13/2006,1236.08
6/14/2006,1223.66
6/15/2006,1230.01
6/16/2006,1256.16
6/19/2006,1251.54
6/20/2006,1240.12
6/21/2006,1240.09
6/22/2006,1251.92
6/23/2006,1245.59
6/26/2006,1244.5
6/27/2006,1250.55
6/28/2006,1238.99
6/29/2006,1245.94
6/30/2006,1272.86
07/03/2006,1270.06
07/04/2006,
07/05/2006,1280.05
07/06/2006,1270.58
07/07/2006,1274.08
7/10/2006,1265.46
7/11/2006,1267.26
7/12/2006,1272.39
7/13/2006,1258.58
7/14/2006,1242.29
7/17/2006,1236.2
7/18/2006,1234.48
7/19/2006,1236.74
7/20/2006,1259.81
7/21/2006,1249.12
7/24/2006,1240.25
7/25/2006,1260.91
7/26/2006,1268.87
7/27/2006,1268.2
7/28/2006,1263.15
7/31/2006,1278.53
08/01/2006,1278.53
08/02/2006,1270.73
08/03/2006,1278.22
08/04/2006,1280.26
08/07/2006,1279.31
08/08/2006,1275.67
08/09/2006,1271.13
8/10/2006,1265.72
8/11/2006,1271.64
8/14/2006,1266.67
8/15/2006,1268.19
8/16/2006,1285.27
8/17/2006,1295.37
8/18/2006,1297.48
8/21/2006,1302.3
8/22/2006,1297.52
8/23/2006,1298.73
8/24/2006,1292.97
8/25/2006,1295.92
8/28/2006,1295.09
8/29/2006,1301.57
8/30/2006,1303.7
8/31/2006,1304.25
09/01/2006,1303.8
09/04/2006,
09/05/2006,1310.94
09/06/2006,1313.04
09/07/2006,1300.21
09/08/2006,1294.02
9/11/2006,1298.86
9/12/2006,1299.53
9/13/2006,1312.74
9/14/2006,1318
9/15/2006,1316.28
9/18/2006,1319.85
9/19/2006,1321.17
9/20/2006,1318.28
9/21/2006,1324.89
9/22/2006,1318.03
9/25/2006,1314.78
9/26/2006,1326.35
9/27/2006,1336.12
9/28/2006,1336.56
9/29/2006,1339.15
10/02/2006,1335.82
10/03/2006,1331.32
10/04/2006,1333.81
10/05/2006,1349.84
10/06/2006,1353.22
10/09/2006,1349.58
10/10/2006,1350.62
10/11/2006,1353.28
10/12/2006,1349.94
10/13/2006,1362.82
10/16/2006,1365.61
10/17/2006,1369.05
10/18/2006,1363.93
10/19/2006,1365.95
10/20/2006,1366.94
10/23/2006,1368.58
10/24/2006,1377.02
10/25/2006,1377.36
10/26/2006,1382.21
10/27/2006,1388.89
10/30/2006,1377.3
10/31/2006,1377.93
11/01/2006,1377.76
11/02/2006,1367.44
11/03/2006,1367.31
11/06/2006,1364.27
11/07/2006,1379.75
11/08/2006,1382.5
11/09/2006,1385.43
11/10/2006,1378.33
11/13/2006,1380.58
11/14/2006,1384.36
11/15/2006,1392.91
11/16/2006,1396.53
11/17/2006,1399.76
11/20/2006,1401.17
11/21/2006,1400.43
11/22/2006,1402.69
11/23/2006,
11/24/2006,1405.94
11/27/2006,1400.95
11/28/2006,1381.61
11/29/2006,1386.11
11/30/2006,1399.47
12/01/2006,1400.63
12/04/2006,1396.67
12/05/2006,1409.1
12/06/2006,1414.4
12/07/2006,1412.86
12/08/2006,1407.27
12/11/2006,1409.81
12/12/2006,1413
12/13/2006,1411.32
12/14/2006,1413.16
12/15/2006,1425.48
12/18/2006,1427.08
12/19/2006,1422.42
12/20/2006,1425.51
12/21/2006,1423.2
12/22/2006,1418.1
12/25/2006,
12/26/2006,1410.75
12/27/2006,1416.63
12/28/2006,1426.77
12/29/2006,1424.71
01/01/2007,
01/02/2007,
01/03/2007,1418.03
01/04/2007,1416.6
01/05/2007,1418.34
01/08/2007,1409.26
01/09/2007,1412.84
1/10/2007,1408.7
1/11/2007,1414.84
1/12/2007,1423.82
1/15/2007,
1/16/2007,1430.73
1/17/2007,1431.77
1/18/2007,1430.59
1/19/2007,1426.35
1/22/2007,1430.47
1/23/2007,1422.95
1/24/2007,1427.96
1/25/2007,1440.12
1/26/2007,1423.9
1/29/2007,1422.03
1/30/2007,1420.61
1/31/2007,1428.65
02/01/2007,1437.9
02/02/2007,1445.94
02/05/2007,1448.33
02/06/2007,1446.98
02/07/2007,1447.41
02/08/2007,1449.99
02/09/2007,1448.25
2/12/2007,1438
2/13/2007,1433.22
2/14/2007,1443.91
2/15/2007,1455.15
2/16/2007,1456.77
2/19/2007,
2/20/2007,1455.53
2/21/2007,1459.6
2/22/2007,1457.29
2/23/2007,1456.22
2/26/2007,1451.04
2/27/2007,1449.25
2/28/2007,1398.64
03/01/2007,1406.8
03/02/2007,1403.16
03/05/2007,1387.11
03/06/2007,1374.06
03/07/2007,1395.02
03/08/2007,1391.88
03/09/2007,1401.89
3/12/2007,1402.8
3/13/2007,1406.23
3/14/2007,1377.86
3/15/2007,1387.11
3/16/2007,1392.28
3/19/2007,1386.95
3/20/2007,1402.04
3/21/2007,1410.92
3/22/2007,1435.04
3/23/2007,1434.54
3/26/2007,1436.11
3/27/2007,1437.49
3/28/2007,1428.35
3/29/2007,1417.17
3/30/2007,1422.52
04/02/2007,1420.83
04/03/2007,1424.27
04/04/2007,1437.75
04/05/2007,1438.94
04/06/2007,
04/09/2007,1443.77
4/10/2007,1444.58
4/11/2007,1448.23
4/12/2007,1438.87
4/13/2007,1447.8
4/16/2007,1452.84
4/17/2007,1468.47
4/18/2007,1471.47
4/19/2007,1472.48
4/20/2007,1470.69
4/23/2007,1484.33
4/24/2007,1480.93
4/25/2007,1480.28
4/26/2007,1495.27
4/27/2007,1494.21
4/30/2007,1494.07
05/01/2007,1482.37
05/02/2007,1486.13
05/03/2007,1495.56
05/04/2007,1502.35
05/07/2007,1505.57
05/08/2007,1509.36
05/09/2007,1507.32
5/10/2007,1512.33
5/11/2007,1491.47
5/14/2007,1505.76
5/15/2007,1503.11
5/16/2007,1500.75
5/17/2007,1514.01
5/18/2007,1512.74
5/21/2007,1522.75
5/22/2007,1525.1
5/23/2007,1524.09
5/24/2007,1522.1
5/25/2007,1507.5
5/28/2007,
5/29/2007,1515.55
5/30/2007,1517.6
5/31/2007,1530.19
06/01/2007,1530.62
06/04/2007,1536.28
06/05/2007,1539.12
06/06/2007,1530.57
06/07/2007,1517.36
06/08/2007,1490.71
6/11/2007,1507.64
6/12/2007,1509.12
6/13/2007,1492.65
6/14/2007,1515.58
6/15/2007,1522.97
6/18/2007,1532.9
6/19/2007,1531.02
6/20/2007,1533.68
6/21/2007,1512.5
6/22/2007,1522.19
6/25/2007,1502.56
6/26/2007,1497.68
6/27/2007,1492.62
6/28/2007,1506.32
6/29/2007,1505.7
07/02/2007,1504.66
07/03/2007,1519.12
07/04/2007,
07/05/2007,1524.86
07/06/2007,1524.96
07/09/2007,1530.43
7/10/2007,1531.85
7/11/2007,1509.93
7/12/2007,1518.74
7/13/2007,1547.68
7/16/2007,1552.5
7/17/2007,1549.52
7/18/2007,1549.2
7/19/2007,1546.13
7/20/2007,1553.19
7/23/2007,1534.06
7/24/2007,1541.57
7/25/2007,1511.03
7/26/2007,1518.09
7/27/2007,1482.44
7/30/2007,1458.93
7/31/2007,1473.9
08/01/2007,1455.18
08/02/2007,1465.46
08/03/2007,1472.18
08/06/2007,1433.04
08/07/2007,1467.62
08/08/2007,1476.22
08/09/2007,1497.21
8/10/2007,1453.09
8/13/2007,1453.42
8/14/2007,1452.87
8/15/2007,1426.15
8/16/2007,1406.64
8/17/2007,1411.26
8/20/2007,1445.94
8/21/2007,1445.55
8/22/2007,1447.03
8/23/2007,1464.05
8/24/2007,1462.34
8/27/2007,1479.36
8/28/2007,1466.72
8/29/2007,1432.01
8/30/2007,1463.67
8/31/2007,1457.61
09/03/2007,
09/04/2007,1473.96
09/05/2007,1488.76
09/06/2007,1472.03
09/07/2007,1478.55
9/10/2007,1453.5
9/11/2007,1451.69
9/12/2007,1471.1
9/13/2007,1471.47
9/14/2007,1483.95
9/17/2007,1484.24
9/18/2007,1476.63
9/19/2007,1519.75
9/20/2007,1528.69
9/21/2007,1518.75
9/24/2007,1525.75
9/25/2007,1516.34
9/26/2007,1518.62
9/27/2007,1527.32
9/28/2007,1531.24
10/01/2007,1527.29
10/02/2007,1546.96
10/03/2007,1545.8
